Rank,Name,Platform,Year,Genre,Publisher,Developer
1,Jagged Alliance 3,PC,2022,Strategy,THQ Nordic  ,Haemimont Games  
2,Diablo IV,All,2022,Role-Playing,Blizzard Entertainment  ,Blizzard Entertainment  
3,Gran Turismo 7,PS4,2022,Racing,Sony Computer Entertainment  ,Polyphony Digital  
4,Gran Turismo 7,PS5,2022,Racing,Sony Interactive Entertainment  ,Polyphony Digital  
5,Horizon: Forbidden West,PS5,2022,Action-Adventure,Sony Interactive Entertainment  ,Guerrilla Games  
6,Horizon: Forbidden West,PS4,2022,Action-Adventure,Sony Interactive Entertainment  ,Guerrilla Games  
7,Pokémon Legends: Arceus,NS,2022,Role-Playing,Nintendo  ,Game Freak  
8,Monument Valley 3,All,2022,Puzzle,Ustwo Games  ,Ustwo Games  
9,Final Fantasy XVI,PS5,2021,Role-Playing,Square Enix  ,Square Enix  
10,Final Fantasy XVI,PC,2021,Role-Playing,Square Enix  ,Square Enix  
11,God of War: Ragnarök,PS5,2021,Action-Adventure,Sony Interactive Entertainment  ,Sony Computer Entertainment  
12,Hogwarts Legacy,PS5,2021,Action,Warner Bros. Interactive Entertainment  ,Avalanche Studios  
13,Metroid Prime 4,NS,2021,Action-Adventure,Nintendo  ,Nintendo  
14,S.T.A.L.K.E.R. 2,PC,2021,Shooter,GSC Game World  ,GSC Game World  
15,Shin Megami Tensei V,NS,2021,Role-Playing,Atlus  ,Atlus  
16,Vampire: The Masquerade - Bloodlines 2,PC,2021,Action,Paradox Interactive   ,Hardsuit Labs  
17,Vampire: The Masquerade - Bloodlines 2,XOne,2021,Action-Adventure,Paradox Interactive   ,Hardsuit Labs  
18,Vampire: The Masquerade - Bloodlines 2,PS4,2021,Action-Adventure,Paradox Interactive   ,Hardsuit Labs  
19,Halo Infinite,XOne,2021,Shooter,Microsoft Studios  ,343 Industries  
20,Halo Infinite,PC,2021,Shooter,Microsoft Studios  ,343 Industries  
21,Halo Infinite,XS,2021,Shooter,Xbox Game Studios  ,Microsoft Game Studios  
22,Stray,PS5,2021,Action-Adventure,Annapurna Interactive  ,Blue Twelve Studio  
23,30XX,PC,2021,Platform,Batterystaple Games  ,Batterystaple Games  
24,As Dusk Falls,XS,2021,Adventure,Xbox Game Studios  ,Interior/Night  
25,Balan Wonderworld,XS,2021,Platform,Square Enix  ,Square Enix  
26,Balan Wonderworld,XOne,2021,Platform,Square Enix  ,Square Enix  
27,Balan Wonderworld,PS5,2021,Platform,Square Enix  ,Square Enix  
28,Balan Wonderworld,PS4,2021,Platform,Square Enix  ,Square Enix  
29,Balan Wonderworld,PC,2021,Platform,Square Enix  ,Square Enix  
30,Battlefield VI,XS,2021,Shooter,Electronic Arts  ,EA DICE  
31,Battlefield VI,PS5,2021,Shooter,Electronic Arts  ,EA DICE  
32,Battlefield VI,PC,2021,Shooter,Electronic Arts  ,EA DICE  
33,Bless Unleashed,PC,2021,MMO,Neowiz Corporation  ,Round8 Studio  
34,Blue Fire,XOne,2021,Action-Adventure,Graffiti  ,Robi Studios  
35,Blue Fire,PS4,2021,Action-Adventure,Graffiti  ,Robi Studios  
36,Blue Fire,PC,2021,Action-Adventure,Graffiti  ,Robi Studios  
37,Blue Fire,NS,2021,Action-Adventure,Graffiti  ,Robi Studios  
38,Bright Memory Infinite,XS,2021,Shooter,Playism  ,FYQD Personal Studio  
39,Bright Memory: Infinite,PS4,2021,Shooter,Playism  ,FYQD Personal Studio  
40,Bright Memory: Infinite,XOne,2021,Shooter,Playism  ,FYQD Personal Studio  
41,Bright Memory: Infinite,PC,2021,Shooter,Playism  ,FYQD Personal Studio  
42,Carrion,PS4,2021,Action-Adventure,Devolver Digital  ,Phobia Game Studio  
43,Control,XS,2021,Action-Adventure,505 Games  ,Remedy  
44,Control,PS5,2021,Action-Adventure,505 Games  ,Remedy  
45,CrossfireX,XS,2021,Shooter,Smilegate Megaport  ,Remedy Entertainment  
46,CrossfireX,XOne,2021,Shooter,Smilegate Megaport  ,Remedy Entertainment  
47,Cyberpunk 2077,XS,2021,Action-Adventure,CD Projekt Red Studio  ,CD Projekt Red Studio  
48,Cyberpunk 2077,PS5,2021,Action-Adventure,CD Projekt Red Studio  ,CD Projekt Red Studio  
49,Demon Turf,XS,2021,Platform,Fabraz  ,Fabraz  
50,Demon Turf,XOne,2021,Platform,Fabraz  ,Fabraz  
51,Demon Turf,PC,2021,Platform,Fabraz  ,Fabraz  
52,Demon Turf,NS,2021,Platform,Fabraz  ,Fabraz  
53,Destiny 2,XS,2021,Shooter,Bungie Software  ,Bungie  
54,Destiny 2,PS5,2021,Shooter,Bungie Software  ,Bungie  
55,Dustborn,XS,2021,Adventure,Red Thread Games  ,Red Thread Games  
56,Dustborn,PS5,2021,Adventure,Red Thread Games  ,Red Thread Games  
57,Dustborn,PC,2021,Adventure,Red Thread Games  ,Red Thread Games  
58,Dying Light 2 Stay Human,XS,2021,Action-Adventure,Techland  ,Techland  
59,Dying Light 2 Stay Human,PS5,2021,Action-Adventure,Techland  ,Techland  
60,Echo Generation,XOne,2021,Adventure,Cococucumber  ,Cococucumber  
61,Echo Generation,XS,2021,Adventure,Cococucumber  ,Cococucumber  
62,Echo Generation,PC,2021,Adventure,Cococucumber  ,Cococucumber  
63,Everwild,PC,2021,Action-Adventure,Xbox Game Studios  ,Rare Ltd.  
64,Exomecha,XS,2021,Shooter,TwistedRed  ,TwistedRed  
65,Exomecha,XOne,2021,Shooter,TwistedRed  ,TwistedRed  
66,Exomecha,PC,2021,Shooter,TwistedRed  ,TwistedRed  
67,Fable,XS,2021,Role-Playing,Xbox Game Studios  ,Playground Games  
68,Flipper Mechanic,XS,2021,Simulation,SimFabric  ,SimFabric  
69,Flipper Mechanic,XOne,2021,Simulation,SimFabric  ,SimFabric  
70,Flipper Mechanic,PS5,2021,Simulation,SimFabric  ,SimFabric  
71,Flipper Mechanic,PS4,2021,Simulation,SimFabric  ,SimFabric  
72,Flipper Mechanic,PC,2021,Simulation,SimFabric  ,SimFabric  
73,Flipper Mechanic,NS,2021,Simulation,SimFabric  ,SimFabric  
74,Ghostwire Tokyo,PC,2021,Action-Adventure,Bethesda Softworks  ,Tango Gameworks  
75,Ghostwire Tokyo,PS5,2021,Action-Adventure,Bethesda Softworks  ,Tango Gameworks  
76,Goodbye Volcano High,PS4,2021,Adventure,KO_OP Mode  ,KO_OP Mode  
77,Goodbye Volcano High,PS5,2021,Adventure,KO_OP Mode  ,KO_OP Mode  
78,Goodbye Volcano High,PC,2021,Adventure,KO_OP Mode  ,KO_OP Mode  
79,Gotham Knights,XS,2021,Action,Warner Bros. Interactive Entertainment  ,Warner Bros. Interactive Entertainment  
80,Gotham Knights,XOne,2021,Action,Warner Bros. Interactive Entertainment  ,Warner Bros. Interactive Entertainment  
81,Gotham Knights,PS5,2021,Action,Warner Bros. Interactive Entertainment  ,Warner Bros. Interactive Entertainment  
82,Gotham Knights,PS4,2021,Action,Warner Bros. Interactive Entertainment  ,Warner Bros. Interactive Entertainment  
83,Gotham Knights,PC,2021,Action,Warner Bros. Interactive Entertainment  ,Warner Bros. Interactive Entertainment  
84,Gothic (2021),XS,2021,Role-Playing,THQ  ,THQ  
85,Gothic (2021),PS5,2021,Role-Playing,THQ  ,THQ  
86,Gothic (2021),PC,2021,Role-Playing,THQ  ,THQ  
87,Grand Theft Auto V,PS5,2021,Action-Adventure,Rockstar Games  ,Rockstar Games  
88,Grand Theft Auto V,XS,2021,Action-Adventure,Rockstar Games  ,Rockstar Games  
89,Hitman 3,PS5,2021,Shooter,IO Interactive  ,IO Interactive  
90,Hitman 3,XS,2021,Action-Adventure,IO Interactive  ,IO Interactive  
91,Hitman 3,XOne,2021,Action-Adventure,IO Interactive  ,IO Interactive  
92,Hitman 3,PS4,2021,Action-Adventure,IO Interactive  ,IO Interactive  
93,Hitman 3,PC,2021,Action-Adventure,IO Interactive  ,IO Interactive  
94,Hogwarts Legacy,XS,2021,Role-Playing,Warner Bros. Interactive Entertainment  ,Avalanche Software  
95,Hogwarts Legacy,XOne,2021,Role-Playing,Warner Bros. Interactive Entertainment  ,Avalanche Software  
96,Hogwarts Legacy,PS4,2021,Role-Playing,Warner Bros. Interactive Entertainment  ,Avalanche Software  
97,Hogwarts Legacy,PC,2021,Role-Playing,Warner Bros. Interactive Entertainment  ,Avalanche Software  
98,Kena: Bridge of Spirits,PS5,2021,Action-Adventure,Ember Lab  ,Ember Lab  
99,Kena: Bridge of Spirits,PC,2021,Action-Adventure,Ember Lab  ,Ember Lab  
100,Metal: Hellsinger,XS,2021,Shooter,Funcom   ,The Outsiders  
101,Metal: Hellsinger,XOne,2021,Shooter,Funcom   ,The Outsiders  
102,Metal: Hellsinger,PS5,2021,Shooter,Funcom   ,The Outsiders  
103,Metal: Hellsinger,PS4,2021,Shooter,Funcom   ,The Outsiders  
104,Metal: Hellsinger,PC,2021,Shooter,Funcom   ,The Outsiders  
105,MicroMan,XS,2021,Action-Adventure,Glob Games Studio  ,Glob Games Studio  
106,MicroMan,PS5,2021,Action-Adventure,Glob Games Studio  ,Glob Games Studio  
107,MicroMan,NS,2021,Action-Adventure,Glob Games Studio  ,Glob Games Studio  
108,MicroMan,PC,2021,Action-Adventure,Glob Games Studio  ,Glob Games Studio  
109,Oddworld: Soulstorm,PS5,2021,Platform,Oddworld Inhabitants  ,Oddworld Inhabitants  
110,Oddworld: Soulstorm,PS4,2021,Platform,Oddworld Inhabitants  ,Oddworld Inhabitants  
111,Oddworld: Soulstorm,PC,2021,Platform,Oddworld Inhabitants  ,Oddworld Inhabitants  
112,Orphan of the Machine,XS,2021,Adventure,Dynamic Voltage Games  ,Dynamic Voltage Games  
113,Phantasy Star Online 2: New Genesis,XS,2021,MMO,Sega  ,Sega  
114,Phantasy Star Online 2: New Genesis,XOne,2021,MMO,Sega  ,Sega  
115,Phantasy Star Online 2: New Genesis,PC,2021,MMO,Sega  ,Sega  
116,Planet Coaster: Console Edition,XS,2021,Simulation,Frontier Developments  ,Frontier Developments  
117,Planet Coaster: Console Edition,PS5,2021,Simulation,Frontier Developments  ,Frontier Developments  
118,Pragmata,PS5,2021,Action-Adventure,Capcom  ,Capcom  
119,Pragmata,XS,2021,Action-Adventure,Capcom  ,Capcom  
120,Pragmata,PC,2021,Action-Adventure,Capcom  ,Capcom  
121,Project Athia,PS5,2021,Misc,Square Enix  ,Square Enix  
122,Project Athia,PC,2021,Misc,Square Enix  ,Square Enix  
123,Quantum Error,PS5,2021,Action-Adventure,TeamKill Media  ,TeamKill Media  
124,Quantum Error,PS4,2021,Action-Adventure,TeamKill Media  ,TeamKill Media  
125,Resident Evil 8: Village,PS5,2021,Action-Adventure,Capcom  ,Capcom  
126,Resident Evil 8: Village,XS,2021,Action-Adventure,Capcom  ,Capcom  
127,Resident Evil 8: Village,PC,2021,Action-Adventure,Capcom  ,Capcom  
128,Roots of Pacha,XS,2021,Simulation,Crytivo Games  ,Soda Den  
129,Roots of Pacha,XOne,2021,Simulation,Crytivo Games  ,Soda Den  
130,Roots of Pacha,PS5,2021,Simulation,Crytivo Games  ,Soda Den  
131,Roots of Pacha,PS4,2021,Simulation,Crytivo Games  ,Soda Den  
132,Roots of Pacha,PC,2021,Simulation,Crytivo Games  ,Soda Den  
133,Roots of Pacha,NS,2021,Simulation,Crytivo Games  ,Soda Den  
134,S.T.A.L.K.E.R. 2,XS,2021,Action-Adventure,GSC Game World  ,GSC Game World  
135,Scarlet Nexus,XS,2021,Action,Bandai Namco Entertainment  ,Bandai Namco Studios  
136,Scarlet Nexus,XOne,2021,Action,Bandai Namco Entertainment  ,Bandai Namco Games  
137,Scarlet Nexus,PS5,2021,Action,Bandai Namco Entertainment  ,Bandai Namco Games  
138,Scarlet Nexus,PS4,2021,Action,Bandai Namco Entertainment  ,Bandai Namco Games  
139,Scarlet Nexus,PC,2021,Action,Bandai Namco Entertainment  ,Bandai Namco Games  
140,Second Extinction,XOne,2021,Shooter,Systemic Reaction  ,Systemic Reaction  
141,Second Extinction,PC,2021,Shooter,Systemic Reaction  ,Systemic Reaction  
142,Senua's Saga: Hellblade 2,XS,2021,Action-Adventure,Xbox Game Studios  ,Ninja Theory  
143,Senua's Saga: Hellblade 2,PC,2021,Action-Adventure,Xbox Game Studios  ,Ninja Theory  
144,Sherlock Holmes: Chapter One,XS,2021,Adventure,Frogwares  ,Frogwares  
145,Sherlock Holmes: Chapter One,XOne,2021,Adventure,Frogwares  ,Frogwares  
146,Sherlock Holmes: Chapter One,PS5,2021,Adventure,Frogwares  ,Frogwares  
147,Sherlock Holmes: Chapter One,PS4,2021,Adventure,Frogwares  ,Frogwares  
148,Sherlock Holmes: Chapter One,PC,2021,Adventure,Frogwares  ,Frogwares  
149,Shibito Magire,PS4,2021,Adventure,Experience Inc.  ,Experience Inc.  
150,Shibito Magire,NS,2021,Adventure,Experience Inc.  ,Experience Inc.  
151,Solar Ash,PS5,2021,Action-Adventure,Annapurna Interactive  ,Heart Machine  
152,Solar Ash,PS4,2021,Action-Adventure,Annapurna Interactive  ,Heart Machine  
153,Solar Ash,PC,2021,Action-Adventure,Annapurna Interactive  ,Heart Machine  
154,Starfield,XS,2021,Role-Playing,Bethesda Softworks  ,Bethesda Game Studios  
155,Stray,PS4,2021,Action-Adventure,Annapurna Interactive  ,Blue Twelve Studio  
156,Stray,PC,2021,Action-Adventure,Annapurna Interactive  ,Blue Twelve Studio  
157,Suicide Squad: Kill the Justice League,PC,2021,Shooter,Warner Bros. Interactive Entertainment  ,Rocksteady Studios  
158,Suicide Squad: Kill the Justice League,PS5,2021,Shooter,Warner Bros. Interactive Entertainment  ,Rocksteady Studios  
159,Suicide Squad: Kill the Justice League,XS,2021,Shooter,Warner Bros. Interactive Entertainment  ,Rocksteady Studios  
160,Tetris Effect Connected,PC,2021,Puzzle,Enhance  ,"Tetris Online, Inc  "
161,The Gunk,PC,2021,Action-Adventure,Thunderful Publishing AB  ,Image & Form Games  
162,The Gunk,XS,2021,Action-Adventure,Thunderful Publishing AB  ,Image & Form Games  
163,The Gunk,XOne,2021,Action-Adventure,Thunderful Publishing AB  ,Image & Form Games  
164,The Lord of the Rings: Gollum,XS,2021,Action-Adventure,Daedalic Entertainment  ,Daedalic Entertainment  
165,The Lord of the Rings: Gollum,PS5,2021,Action-Adventure,Daedalic Entertainment  ,Daedalic Entertainment  
166,The Lord of the Rings: Gollum,PC,2021,Action-Adventure,Daedalic Entertainment  ,Daedalic Entertainment  
167,Tribes of Midgard,PS5,2021,Action-Adventure,Gearbox Publishing  ,Norsfell  
168,Tribes of Midgard,PC,2021,Action-Adventure,Gearbox Publishing  ,Norsfell  
169,Ultimate Fishing Simulator 2,XS,2021,Simulation,Ultimate Games  ,MasterCode  
170,Ultimate Fishing Simulator 2,XOne,2021,Simulation,Ultimate Games  ,MasterCode  
171,Ultimate Fishing Simulator 2,PS5,2021,Simulation,Ultimate Games  ,MasterCode  
172,Ultimate Fishing Simulator 2,PS4,2021,Simulation,Ultimate Games  ,MasterCode  
173,Ultimate Fishing Simulator 2,PC,2021,Simulation,Ultimate Games  ,MasterCode  
174,Ultimate Fishing Simulator 2,NS,2021,Simulation,Ultimate Games  ,MasterCode  
175,Vampire: The Masquerade - Bloodlines 2,XS,2021,Action-Adventure,Paradox Interactive   ,Paradox Interactive  
176,Vampire: The Masquerade - Bloodlines 2,PS5,2021,Action-Adventure,Paradox Interactive   ,Paradox Interactive  
177,"Warhammer 40,000: Darktide",PC,2021,Action,Fatshark  ,Fatshark AB  
178,"Warhammer 40,000: Darktide",XS,2021,Action,Fatshark  ,Fatshark AB  
179,Pokémon Brilliant Diamond / Shining Pearl,NS,2021,Role-Playing,Nintendo  ,Game Freak  
180,Jurassic World Evolution 2,XS,2021,Simulation,Frontier Developments  ,Frontier Developments  
181,Jurassic World Evolution 2,XOne,2021,Simulation,Frontier Developments  ,Frontier Developments  
182,Jurassic World Evolution 2,PS5,2021,Simulation,Frontier Developments  ,Frontier Developments  
183,Jurassic World Evolution 2,PS4,2021,Simulation,Frontier Developments  ,Frontier Developments  
184,Jurassic World Evolution 2,PC,2021,Simulation,Frontier Developments  ,Frontier Developments  
185,Just Dance 2022,All,2021,Music,Ubisoft  ,Ubisoft  
186,Spacebase Startopia,XOne,2021,Strategy,Kalypso Media  ,Realmforge Studios  
187,Spacebase Startopia,PS4,2021,Strategy,Kalypso Media  ,Realmforge Studios  
188,Spacebase Startopia,PC,2021,Strategy,Kalypso Media  ,Realmforge Studios  
189,LEGO Star Wars: The Skywalker Saga,XOne,2021,Action-Adventure,Warner Bros. Interactive Entertainment  ,TT Fusion  
190,LEGO Star Wars: The Skywalker Saga,PC,2021,Action-Adventure,Warner Bros. Interactive Entertainment  ,TT Fusion  
191,LEGO Star Wars: The Skywalker Saga,NS,2021,Action-Adventure,Warner Bros. Interactive Entertainment  ,TT Fusion  
192,LEGO Star Wars: The Skywalker Saga,PS4,2021,Action-Adventure,Warner Bros. Interactive Entertainment  ,TT Fusion  
193,Monark,All,2022,Role-Playing,FuRyu Corporation  ,Lancarse  
194,The Idolmaster: Starlit Season,All,2021,Music,Bandai Namco  ,"ILCA, Inc.  "
195,Metroid Dread,NS,2021,Platform,Nintendo  ,Nintendo  
196,Far Cry 6,All,2021,Shooter,Ubisoft  ,Ubisoft Toronto  
197,FIFA 22,All,2021,Sports,EA Sports  ,Electronic Arts  
198,Diablo II: Resurrected,XS,2021,Role-Playing,Blizzard Entertainment  ,Vicarious Visions  
199,Diablo II: Resurrected,XOne,2021,Role-Playing,Blizzard Entertainment  ,Vicarious Visions  
200,Diablo II: Resurrected,PS5,2021,Role-Playing,Blizzard Entertainment  ,Vicarious Visions  
201,Diablo II: Resurrected,PS4,2021,Role-Playing,Blizzard Entertainment  ,Vicarious Visions  
202,Diablo II: Resurrected,PC,2021,Role-Playing,Blizzard Entertainment  ,Vicarious Visions  
203,Diablo II: Resurrected,NS,2021,Role-Playing,Blizzard Entertainment  ,Vicarious Visions  
204,Potion Craft: The Alchemist Simulator,PC,2021,Simulation,TinyBuild Games  ,niceplay games  
205,Story of Seasons: Pioneers of Olive Town,All,2021,Simulation,Xseed Games  ,Marvelous  
206,NBA 2K22,All,2021,Sports,2K Sports  ,Visual Concepts  
207,Tales of Arise,XS,2021,Role-Playing,Bandai Namco  ,Bandai Namco Studios  
208,Tales of Arise,PS5,2021,Role-Playing,Bandai Namco  ,Bandai Namco Studios  
209,Tales of Arise,All,2021,Role-Playing,Bandai Namco Entertainment  ,Bandai Namco Games  
210,WarioWare: Get It Together!,NS,2021,Party,Nintendo  ,Nintendo  
211,Sonic Colors Ultimate,NS,2021,Platform,Sega  ,Sonic Team  
212,No More Heroes III,NS,2021,Action,Marvelous  ,Grasshopper Manufacture  
213,New World,PC,2021,MMO,Amazon Game Studios  ,Amazon Game Studios  
214,Ghost of Tsushima Director's Cut,PS5,2021,Action-Adventure,Sony Interactive Entertainment  ,Sucker Punch Productions  
215,Ghost of Tsushima Director's Cut,PS4,2021,Action-Adventure,Sony Interactive Entertainment  ,Sucker Punch Productions  
216,Madden NFL 22,All,2021,Sports,EA Sports  ,EA Tiburon  
217,Neo: The World Ends with You,PS4,2021,Role-Playing,Square Enix  ,h.a.n.d. Inc.  
218,Neo: The World Ends with You,NS,2021,Role-Playing,Square Enix  ,h.a.n.d. Inc.  
219,Samurai Warriors 5,All,2021,Action,Koei Tecmo  ,Omega Force  
220,Pokémon Unite,NS,2021,Action,The Pokémon Company  ,TiMi Studios  
221,Akiba's Trip: Hellbound & Debriefed,All,2021,Action,Xseed Games  ,Acquire  
222,The Legend of Zelda: Skyward Sword HD,NS,2021,Action-Adventure,Nintendo  ,Nintendo  
223,Monster Hunter Stories 2: Wings of Ruin,PC,2021,Role-Playing,Capcom  ,Capcom  
224,Monster Hunter Stories 2: Wings of Ruin,All,2021,Role-Playing,Capcom  ,Capcom  
225,Ys IX: Monstrum Nox,NS,2021,Role-Playing,NIS America  ,Nihon Falcom Corporation  
226,Deathloop,PS5,2021,Action,Bethesda Softworks  ,Arkane Studios  
227,Disgaea 6: Defiance of Destiny,NS,2021,Role-Playing,NIS America  ,Nippon Ichi Software  
228,Monster Hunter Stories 2: Wings of Ruin,NS,2021,Action-Adventure,Capcom  ,Capcom  
229,Doki Doki Literature Club Plus!,All,2021,Visual Novel,Serenity Forge  ,Team Salvato  
230,Mario Golf: Super Rush,NS,2021,Sports,Nintendo  ,Camelot Software Planning  
231,Legend of Mana,NS,2021,Role-Playing,Square Enix  ,Square Enix  
232,Alex Kidd in Miracle World DX,PC,2021,Platform,Merge Games  ,Merge Games  
233,Guilty Gear -Strive-,All,2021,Fighting,Arc System Works  ,Arc System Works  
234,Ratchet & Clank: Rift Apart,PS5,2021,Action-Adventure,Sony Interactive Entertainment  ,Insomniac Games  
235,Final Fantasy VII Remake Intergrade,PS5,2021,Role-Playing,Square Enix  ,Square Enix  
236,Ninja Gaiden: Master Collection,All,2021,Action,Koei Tecmo  ,Team Ninja  
237,Chivalry 2,All,2021,Action,Tripwire Interactive  ,Torn Banner Studios  
238,DC Super Hero Girls: Teen Power,NS,2021,Action-Adventure,Warner Bros. Interactive Entertainment  ,DC Studios  
239,Going Medieval,PC,2021,Simulation,The Irregular Corporation  ,Foxy Voxel  
240,Puyo Puyo Tetris 2,PC,2021,Puzzle,Sega  ,Sega  
241,Virtua Fighter 5 Ultimate Showdown,PS4,2021,Fighting,Sega  ,Sega  
242,Biomutant,All,2021,Role-Playing,THQ Nordic  ,Experiment 101  
243,Knockout City,NS,2021,Sports,EA Originals  ,Velan Studios  
244,Miitopia,NS,2021,Role-Playing,Nintendo  ,Nintendo  
245,Shin Megami Tensei III: Nocturne HD Remaster,All,2021,Role-Playing,Sega  ,Atlus  
246,Angelique Luminarise,NS,2021,Visual Novel,Koei Tecmo  ,Ruby Party  
247,Uncharted Waters IV HD Version,All,2021,Role-Playing,Koei Tecmo  ,Koei Tecmo Games  
248,Resident Evil 8: Village,PS4,2021,Action-Adventure,Capcom  ,Capcom  
249,Resident Evil 8: Village,All,2021,Action-Adventure,Capcom  ,Capcom  
250,Curse of the Sea Rats,XOne,2021,Role-Playing,Petoons Studio  ,Petoons Studio  
251,Curse of the Sea Rats,PS4,2021,Role-Playing,Petoons Studio  ,Petoons Studio  
252,Curse of the Sea Rats,PC,2021,Role-Playing,Petoons Studio  ,Petoons Studio  
253,Curse of the Sea Rats,NS,2021,Role-Playing,Petoons Studio  ,Petoons Studio  
254,New Pokémon Snap,NS,2021,Simulation,Nintendo  ,Bandai Namco Studios  
255,Returnal,PS5,2021,Shooter,Sony Interactive Entertainment  ,Housemarque  
256,NieR Replicant ver.1.22474487139...,PC,2021,Role-Playing,Square Enix  ,Toylogic  
257,NieR Replicant ver.1.22474487139...,PS4,2021,Role-Playing,Square Enix  ,Toylogic  
258,NieR Replicant ver.1.22474487139...,XOne,2021,Role-Playing,Square Enix  ,Toylogic  
259,MLB The Show 21,All,2021,Sports,Sony Interactive Entertainment  ,SIE San Diego Studio  
260,Winning Post 9 2021,All,2021,Simulation,Koei Tecmo  ,Koei Tecmo Games  
261,The Legend of Heroes: Trails of Cold Steel IV,NS,2021,Role-Playing,NIS America  ,Nihon Falcom Corporation  
262,King's Bounty II,XOne,2021,Role-Playing,Deep Silver  ,1C Entertainment  
263,King's Bounty II,PS4,2021,Role-Playing,Deep Silver  ,1C Entertainment  
264,King's Bounty II,NS,2021,Role-Playing,Deep Silver  ,1C Entertainment  
265,King's Bounty II,PC,2021,Role-Playing,Deep Silver  ,1C Entertainment  
266,Shin Megami Tensei III: Nocturne HD Remaster,NS,2021,Role-Playing,Atlus  ,Atlus  
267,It Takes Two,All,2021,Action-Adventure,Electronic Arts  ,Hazelight  
268,Monster Hunter Rise,NS,2021,Action-Adventure,Capcom  ,Capcom  
269,Tales from the Borderlands,NS,2021,Visual Novel,2K Games  ,2K Games  
270,Plants vs Zombies: Battle for Neighborville,NS,2021,Shooter,Electronic Arts  ,PopCap Games  
271,Nth^0: Infinity Reborn,XS,2021,Role-Playing,KITATUS  ,KITATUS STUDIOS  
272,Nth^0: Infinity Reborn,PS5,2021,Role-Playing,KITATUS  ,KITATUS STUDIOS  
273,Nth^0: Infinity Reborn,PC,2021,Role-Playing,KITATUS  ,KITATUS STUDIOS  
274,Bravely Default II,NS,2021,Role-Playing,Nintendo  ,Silicon Studio  
275,Ghosts 'n Goblins Resurrection,NS,2021,Platform,Capcom  ,Capcom  
276,Wrath: Aeon of Ruin,XOne,2021,Shooter,3D Realms  ,KillPixel  
277,Wrath: Aeon of Ruin,PS4,2021,Shooter,3D Realms  ,KillPixel  
278,Wrath: Aeon of Ruin,PC,2021,Shooter,3D Realms  ,KillPixel  
279,Wrath: Aeon of Ruin,NS,2021,Shooter,3D Realms  ,KillPixel  
280,Persona 5 Strikers,PS4,2021,Action,Atlus  ,Omega Force  
281,Persona 5 Strikers,NS,2021,Action,Atlus  ,Omega Force  
282,Far Cry 6,XS,2021,Shooter,Ubisoft  ,Ubisoft Toronto  
283,Far Cry 6,XOne,2021,Shooter,Ubisoft  ,Ubisoft Toronto  
284,Far Cry 6,PS5,2021,Shooter,Ubisoft  ,Ubisoft Toronto  
285,Far Cry 6,PS4,2021,Shooter,Ubisoft  ,Ubisoft Toronto  
286,Far Cry 6,PC,2021,Shooter,Ubisoft  ,Ubisoft Toronto  
287,Capcom Arcade Stadium,NS,2021,Action,Capcom  ,Capcom  
288,Fallen Legion Revenants,NS,2021,Role-Playing,NIS America  ,YummyYummyTummy  
289,Super Mario 3D World + Bowser's Fury,NS,2021,Platform,Nintendo  ,Nintendo  
290,Little Nightmares 2,XOne,2021,Platform,Bandai Namco Entertainment  ,Tarsier Studios  
291,Little Nightmares 2,PS4,2021,Platform,Bandai Namco Entertainment  ,Tarsier Studios  
292,Little Nightmares 2,PC,2021,Platform,Bandai Namco Entertainment  ,Tarsier Studios  
293,Little Nightmares 2,NS,2021,Platform,Bandai Namco Entertainment  ,Tarsier Studios  
294,Little Nightmares 2,All,2021,Platform,Bandai Namco Entertainment  ,Tarsier Studios  
295,Werewolf: The Apocalypse – Earthblood,XOne,2021,Role-Playing,Bigben Interactive  ,Cyanide Studio  
296,Werewolf: The Apocalypse – Earthblood,PS4,2021,Role-Playing,Bigben Interactive  ,Cyanide Studio  
297,Werewolf: The Apocalypse – Earthblood,PC,2021,Role-Playing,Bigben Interactive  ,Cyanide Studio  
298,Outriders,PC,2021,Action,Square Enix  ,People Can Fly  
299,Outriders,PS4,2021,Action,Square Enix  ,People Can Fly  
300,Outriders,XOne,2021,Action,Square Enix  ,People Can Fly  
301,Outriders,XS,2021,Shooter,Square Enix  ,People Can Fly  
302,Outriders,PS5,2021,Shooter,Square Enix  ,People Can Fly  
303,Valheim,PC,2021,Action-Adventure,Coffee Stain Publishing  ,Iron Gate AB  
304,The Pedestrian,PS4,2021,Puzzle,Skookum Arts  ,Skookum Arts  
305,Atelier Ryza 2: Lost Legends & the Secret Fairy,NS,2021,Role-Playing,Koei Tecmo  ,Gust  
306,Atelier Ryza 2: Lost Legends & the Secret Fairy,All,2021,Role-Playing,Koei Tecmo  ,Gust  
307,Cobra Kai: The Karate Kid Saga Continues,PC,2021,Fighting,GameMill Entertainment  ,GameMill Entertainment  
308,Metal Slug Tactics,PC,2021,Strategy,DotEmu  ,Leikir Studio  
309,A Boy and His Blob,DS,2020,Action,Unknown  ,Skyworks Technologies  
310,Ace Attorney: Ryuunosuke Wright's Adventure,3DS,2020,Misc,Capcom  ,Unknown  
311,Age of Decadence,PC,2020,Misc,Iron Tower Studio  ,Unknown  
312,Amphibian Man,PS3,2020,Role-Playing,Unknown  ,KDV Games  
