Rank,Name,Platform,Year,Genre,Publisher,Developer
978,Marvel's Spider-Man: Miles Morales,PS4,2020,Action-Adventure,Sony Interactive Entertainment  ,Insomniac Games  
979,Marvel's Spider-Man: Miles Morales,All,2020,Action-Adventure,Sony Interactive Entertainment  ,Insomniac Games  
980,Marvel’s Spider-Man: Miles Morales,PS5,2020,Action-Adventure,Sony Interactive Entertainment  ,Insomniac Games  
981,NBA 2K21,PS5,2020,Sports,2K Sports  ,Visual Concepts  
982,Observer: System Redux,PS5,2020,Adventure,Bloober Team  ,Bloober Team  
983,Sackboy: A Big Adventure,PS5,2020,Platform,Sony Interactive Entertainment  ,Sumo Digital  
984,Sackboy: A Big Adventure,PS4,2020,Platform,Sony Interactive Entertainment  ,Sumo Digital  
985,Watch Dogs Legion,PS5,2020,Action-Adventure,Ubisoft  ,Ubisoft Toronto  
986,Assassin's Creed Valhalla,XOne,2020,Action-Adventure,Ubisoft  ,Ubisoft  
987,Assassin's Creed Valhalla,XS,2020,Action-Adventure,Ubisoft  ,Ubisoft  
988,Assassin's Creed Valhalla,PS4,2020,Action-Adventure,Ubisoft  ,Ubisoft  
989,Assassin's Creed Valhalla,PC,2020,Action-Adventure,Ubisoft  ,Ubisoft  
990,Destiny 2: Beyond Light,XOne,2020,Shooter,Bungie Software  ,Bungie  
991,Destiny 2: Beyond Light,PS4,2020,Shooter,Bungie Software  ,Bungie  
992,Destiny 2: Beyond Light,PC,2020,Shooter,Bungie Software  ,Bungie  
993,Devil May Cry 5 Special Edition,XS,2020,Action,Capcom  ,Capcom  
994,DiRT 5,XS,2020,Racing,Codemasters  ,Codemasters  
995,Fortnite,XS,2020,Shooter,Epic Games  ,Epic Games  
996,Forza Horizon 4,XS,2020,Racing,Microsoft Studios  ,Playground Games  
997,Fuser,XOne,2020,Music,NCSoft  ,Harmonix Music Systems  
998,Fuser,PS4,2020,Music,NCSoft  ,Harmonix Music Systems  
999,Fuser,PC,2020,Music,NCSoft  ,Harmonix Music Systems  
1000,Fuser,NS,2020,Music,NCSoft  ,Harmonix Music Systems  
1001,Gears Tactics,XOne,2020,Strategy,Xbox Game Studios  ,Splash Damage  
1002,Gears Tactics,XS,2020,Strategy,Xbox Game Studios  ,Splash Damage  
1003,Madden NFL 21,XS,2020,Sports,Electronic Arts  ,EA Tiburon  
1004,Maneater,XS,2020,Action,Deep Silver  ,Tripwire Interactive  
1005,Marvel's Avengers,XS,2020,Action,Square Enix  ,Crystal Dynamics  
1006,NBA 2K21,XS,2020,Sports,2K Sports  ,Visual Concepts  
1007,Observer: System Redux,XS,2020,Adventure,Bloober Team  ,Bloober Team  
1008,Observer: System Redux,PC,2020,Adventure,Bloober Team  ,Bloober Team  
1009,Sakuna: Of Rice and Ruin,PS4,2020,Action,Xseed Games  ,Edelweiss  
1010,Sakuna: Of Rice and Ruin,PC,2020,Action,Xseed Games  ,Edelweiss  
1011,Sakuna: Of Rice and Ruin,NS,2020,Action-Adventure,Xseed Games  ,Edelweiss  
1012,Sakuna: Of Rice and Ruin,All,2020,Action-Adventure,Xseed Games  ,Edelweiss  
1013,Tetris Effect Connected,XOne,2020,Puzzle,Enhance  ,"Tetris Online, Inc  "
1014,Tetris Effect Connected,XS,2020,Puzzle,Enhance  ,"Tetris Online, Inc  "
1015,Watch Dogs Legion,XS,2020,Action-Adventure,Ubisoft  ,Ubisoft Toronto  
1016,XIII,XOne,2020,Shooter,Ubisoft  ,PlayMagic  
1017,XIII,PS4,2020,Shooter,Ubisoft  ,PlayMagic  
1018,XIII,NS,2020,Shooter,Ubisoft  ,PlayMagic  
1019,XIII (2020),PC,2020,Shooter,Microids  ,PlayMagic  
1020,Yakuza: Like A Dragon,XS,2020,Action-Adventure,Sega  ,Sega  
1021,DiRT 5,XOne,2020,Racing,Codemasters  ,Codemasters  
1022,DiRT 5,PS4,2020,Racing,Codemasters  ,Codemasters  
1023,DiRT 5,PC,2020,Racing,Codemasters  ,Codemasters  
1024,Shadowverse: Champion's Battle,NS,2020,Role-Playing,Cygames  ,Cygames  
1025,Bakugan: Champions of Vestroia,NS,2020,Action-Adventure,Warner Bros. Interactive Entertainment  ,WayForward  
1026,Jurassic World Evolution: Complete Edition,NS,2020,Simulation,Frontier Developments  ,Frontier Developments  
1027,Mad Rat Dead,PS4,2020,Platform,NIS America  ,Nippon Ichi Software  
1028,Mad Rat Dead,NS,2020,Platform,NIS America  ,Nippon Ichi Software  
1029,Pikmin 3 Deluxe,NS,2020,Strategy,Nintendo  ,Nintendo  
1030,The Dark Pictures Anthology: Little Hope,XOne,2020,Adventure,Bandai Namco Entertainment  ,Supermassive Games Ltd.  
1031,The Dark Pictures Anthology: Little Hope,PS4,2020,Adventure,Bandai Namco Entertainment  ,Supermassive Games Ltd.  
1032,The Dark Pictures Anthology: Little Hope,PC,2020,Adventure,Bandai Namco Entertainment  ,Supermassive Games Ltd.  
1033,Knockout Home Fitness,NS,2021,Sports,Xseed Games  ,Pocket  
1034,Shin Megami Tensei III: Nocturne HD Remaster,PS4,2021,Role-Playing,Atlus  ,Atlus  
1035,Watch Dogs Legion,PS4,2020,Action-Adventure,Ubisoft  ,Ubisoft  
1036,Watch Dogs Legion,PC,2020,Action-Adventure,Ubisoft  ,Ubisoft  
1037,Watch Dogs Legion,XOne,2020,Action-Adventure,Ubisoft  ,Ubisoft  
1038,Cobra Kai: The Karate Kid Saga Continues,XOne,2020,Fighting,GameMill Entertainment  ,GameMill Entertainment  
1039,Cobra Kai: The Karate Kid Saga Continues,PS4,2020,Fighting,GameMill Entertainment  ,GameMill Entertainment  
1040,Cobra Kai: The Karate Kid Saga Continues,NS,2020,Fighting,GameMill Entertainment  ,GameMill Entertainment  
1041,Ghostrunner,XOne,2020,Action,505 Games  ,One More Level  
1042,Ghostrunner,PS4,2020,Action,505 Games  ,One More Level  
1043,Ghostrunner,PC,2020,Action,505 Games  ,One More Level  
1044,Ghostrunner,All,2020,Action,505 Games  ,One More Level  
1045,Oddworld: Abe's Oddysee New N' Tasty!,NS,2020,Platform,Oddworld Inhabitants  ,Just Add Water  
1046,World of Warcraft: Shadowlands,PC,2020,MMO,Blizzard Entertainment  ,Blizzard Entertainment  
1047,Pumpkin Jack,NS,2020,Action-Adventure,Headup Games  ,Headup Games  
1048,Transformers: Battlegrounds,XOne,2020,Action,Outright Games  ,Outright Games  
1049,Transformers: Battlegrounds,PS4,2020,Action,Outright Games  ,Outright Games  
1050,Transformers: Battlegrounds,PC,2020,Action,Outright Games  ,Outright Games  
1051,Transformers: Battlegrounds,NS,2020,Action,Outright Games  ,Outright Games  
1052,Bless Unleashed,PS4,2020,MMO,Neowiz Corporation  ,Round8 Studio  
1053,Amnesia: Rebirth,PC,2020,Adventure,Frictional Games  ,Frictional Games  
1054,Amnesia: Rebirth,PS4,2020,Adventure,Frictional Games  ,Frictional Games  
1055,Amnesia: Rebirth,All,2020,Adventure,Frictional Games  ,Frictional Games  
1056,Crown Trick,NS,2020,Role-Playing,Team17  ,NEXT Studios  
1057,Crown Trick,PC,2020,Role-Playing,Team17  ,NEXT Studios  
1058,Mario Kart Live: Home Circuit,NS,2020,Racing,Nintendo  ,Velan Studios  
1059,NHL 21,XOne,2020,Sports,EA Sports  ,EA Vancouver  
1060,NHL 21,PS4,2020,Sports,EA Sports  ,EA Vancouver  
1061,Postal Redux,NS,2020,Shooter,MD Games  ,Running With Scissors  
1062,Zoids Wild: Blast Unleashed,NS,2020,Action,Outright Games  ,Outright Games  
1063,Cloudpunk,XOne,2020,Adventure,Maple Whispering Limited  ,Ion Lands  
1064,Cloudpunk,PS4,2020,Adventure,Maple Whispering Limited  ,Ion Lands  
1065,Cloudpunk,NS,2020,Adventure,Maple Whispering Limited  ,Ion Lands  
1066,Death Come True,PS4,2020,Adventure,Izanagi Games  ,Too Kyo Games  
1067,Tennis World Tour 2,NS,2020,Sports,Nacon  ,Big Ant Studios  
1068,"Cook, Serve, Delicious! 3?!",XOne,2020,Simulation,Vertigo Gaming Inc.  ,Vertigo Gaming Inc.  
1069,"Cook, Serve, Delicious! 3?!",PS4,2020,Simulation,Vertigo Gaming Inc.  ,Vertigo Gaming Inc.  
1070,"Cook, Serve, Delicious! 3?!",PC,2020,Simulation,Vertigo Gaming Inc.  ,Vertigo Gaming Inc.  
1071,"Cook, Serve, Delicious! 3?!",NS,2020,Simulation,Vertigo Gaming Inc.  ,Vertigo Gaming Inc.  
1072,Vigil: The Longest Night,PC,2020,Platform,Another Indie  ,Glass Heart Games  
1073,G.I. Joe: Operation Blackout,XOne,2020,Shooter,GameMill Entertainment  ,Fair Play Labs  
1074,G.I. Joe: Operation Blackout,PS4,2020,Shooter,GameMill Entertainment  ,Fair Play Labs  
1075,G.I. Joe: Operation Blackout,NS,2020,Shooter,GameMill Entertainment  ,Fair Play Labs  
1076,Remothered: Broken Porcelain,XOne,2020,Adventure,Modus Games  ,Stormind Games  
1077,Remothered: Broken Porcelain,PS4,2020,Adventure,Modus Games  ,Stormind Games  
1078,Remothered: Broken Porcelain,PC,2020,Adventure,Modus Games  ,Stormind Games  
1079,Remothered: Broken Porcelain,NS,2020,Adventure,Modus Games  ,Stormind Games  
1080,Robotics;Notes DaSH,PC,2020,Visual Novel,Spike Chunsoft  ,MAGES  
1081,Robotics;Notes Elite,PS4,2020,Visual Novel,Spike Chunsoft  ,5pb. Inc.  
1082,Robotics;Notes Elite,NS,2020,Visual Novel,Spike Chunsoft  ,5pb. Inc.  
1083,Robotics;Notes Elite,PC,2020,Visual Novel,Spike Chunsoft  ,5pb. Inc.  
1084,Torchlight III,XOne,2020,Role-Playing,Perfect World Entertainment  ,Echtra Games  
1085,Torchlight III,PS4,2020,Role-Playing,Perfect World Entertainment  ,Echtra Games  
1086,Torchlight III,PC,2020,Role-Playing,Perfect World Entertainment  ,Echtra Games  
1087,Werewolf: The Apocalypse – Heart of the Forest,PC,2020,Visual Novel,Walkabout  ,Different Tales  
1088,Game Dev Tycoon,NS,2020,Simulation,Greenheart Games  ,Rarebyte  
1089,Ben 10: Power Trip!,All,2020,Action-Adventure,Outright Games  ,PHL Collective  
1090,FIFA 21,PS4,2020,Sports,Electronic Arts  ,EA Vancouver  
1091,FIFA 21,XOne,2020,Sports,Electronic Arts  ,EA Vancouver  
1092,FIFA 21,PC,2020,Sports,Electronic Arts  ,EA Vancouver  
1093,FIFA 21,NS,2020,Sports,Electronic Arts  ,EA Vancouver  
1094,I Am Dead,PC,2020,Adventure,Annapurna Interactive  ,Hollow Ponds  
1095,I Am Dead,NS,2020,Adventure,Annapurna Interactive  ,Hollow Ponds  
1096,Ikenfell,XOne,2020,Role-Playing,Humble Bundle  ,Happy Ray Games  
1097,Ikenfell,PS4,2020,Role-Playing,Humble Bundle  ,Happy Ray Games  
1098,Ikenfell,PC,2020,Role-Playing,Humble Bundle  ,Happy Ray Games  
1099,Ikenfell,NS,2020,Role-Playing,Humble Bundle  ,Happy Ray Games  
1100,Ride 4,XOne,2020,Racing,Milestone S.r.l.  ,Milestone S.r.l.  
1101,Ride 4,PS4,2020,Racing,Milestone S.r.l.  ,Milestone S.r.l.  
1102,Ride 4,PC,2020,Racing,Milestone S.r.l.  ,Milestone S.r.l.  
1103,Nickelodeon Kart Racers 2: Grand Prix,NS,2020,Racing,GameMill Entertainment  ,Bamtang  
1104,Nickelodeon Kart Racers 2: Grand Prix,PS4,2020,Racing,GameMill Entertainment  ,Bamtang  
1105,Nickelodeon Kart Racers 2: Grand Prix,XOne,2020,Racing,GameMill Entertainment  ,Bamtang  
1106,Crash Bandicoot 4: It's About Time,All,2020,Platform,Activision  ,Toys for Bob  
1107,Crash Bandicoot 4: It’s About Time,XOne,2020,Platform,Activision  ,Toys for Bob  
1108,Crash Bandicoot 4: It’s About Time,PS4,2020,Platform,Activision  ,Toys for Bob  
1109,Star Wars: Squadrons,PS4,2020,Shooter,Electronic Arts  ,Motive Studios  
1110,Star Wars: Squadrons,XOne,2020,Shooter,Electronic Arts  ,Motive Studios  
1111,Star Wars: Squadrons,PC,2020,Shooter,Electronic Arts  ,Motive Studios  
1112,WARSAW,XOne,2020,Strategy,Crunching Koalas  ,Pixelated Milk  
1113,Super Mario Bros. 35,NS,2020,Platform,Nintendo  ,Nintendo  
1114,WARSAW,NS,2020,Strategy,Crunching Koalas  ,Pixelated Milk  
1115,Ys Origin,NS,2020,Role-Playing,DotEmu  ,Falcom  
1116,Fighting Illusion V: K-1 Grand Prix '99,PS,2020,Fighting,Xing Entertainment  ,Daft  
1117,Projection: First Light,XOne,2020,Platform,Blowfish Studios  ,Shadowplay Studios  
1118,Projection: First Light,PS4,2020,Platform,Blowfish Studios  ,Shadowplay Studios  
1119,Projection: First Light,NS,2020,Platform,Blowfish Studios  ,Shadowplay Studios  
1120,Projection: First Light,PC,2020,Platform,Blowfish Studios  ,Shadowplay Studios  
1121,Re:Turn – One Way Trip,XOne,2020,Adventure,Green Man Gaming  ,Red Ego Games  
1122,Re:Turn – One Way Trip,PS4,2020,Adventure,Green Man Gaming  ,Red Ego Games  
1123,Re:Turn – One Way Trip,PC,2020,Adventure,Green Man Gaming  ,Red Ego Games  
1124,Re:Turn – One Way Trip,NS,2020,Adventure,Green Man Gaming  ,Red Ego Games  
1125,Spelunky 2,PC,2020,Action-Adventure,BlitWorks  ,"Mossmouth, LLC  "
1126,WARSAW,PS4,2020,Strategy,Crunching Koalas  ,Pixelated Milk  
1127,Genshin Impact,PS4,2020,Action-Adventure,miHoYo  ,miHoYo  
1128,Genshin Impact,PC,2020,Action-Adventure,miHoYo  ,miHoYo  
1129,Mafia: Trilogy,PC,2020,Action-Adventure,2K Games  ,Hangar 13  
1130,Mafia: Trilogy,XOne,2020,Action-Adventure,2K Games  ,Hangar 13  
1131,Mafia: Trilogy,PS4,2020,Action-Adventure,2K Games  ,Hangar 13  
1132,Kirby Fighters 2,NS,2020,Fighting,Nintendo  ,HAL Laboratory  
1133,RollerCoaster Tycoon 3: Complete Edition,NS,2020,Simulation,Frontier Developments  ,Frontier Developments  
1134,Serious Sam 4,PC,2020,Action,Devolver Digital  ,Croteam  
1135,Serious Sam 4,Linux,2020,Action,Devolver Digital  ,Croteam  
1136,Serious Sam 4,OSX,2020,Action,Devolver Digital  ,Croteam  
1137,Serious Sam 4: Planet Badass,PC,2020,Shooter,Devolver Digital  ,Croteam  
1138,Tennis World Tour 2,XOne,2020,Sports,Nacon  ,Big Ant Studios  
1139,Tennis World Tour 2,PS4,2020,Sports,Nacon  ,Big Ant Studios  
1140,Tennis World Tour 2,PC,2020,Sports,Nacon  ,Big Ant Studios  
1141,Vampire: The Masquerade – Night Road,PC,2020,Visual Novel,Choice of Games  ,Choice of Games  
1142,Vampire: The Masquerade – Night Road,iOS,2020,Visual Novel,Choice of Games  ,Choice of Games  
1143,Vampire: The Masquerade – Night Road,And,2020,Visual Novel,Choice of Games  ,Choice of Games  
1144,Vampire: The Masquerade – Night Road,Linux,2020,Visual Novel,Choice of Games  ,Choice of Games  
1145,Twin Breaker: A Sacred Symbols Adventure,All,2020,Action,Lillymo Games Inc  ,Lillymo Games Inc  
1146,Crysis Remastered,XOne,2020,Shooter,Crytek  ,Crytek  
1147,Crysis Remastered,PS4,2020,Shooter,Crytek  ,Crytek  
1148,Crysis Remastered,PC,2020,Shooter,Crytek  ,Crytek  
1149,Super Mario 3D All-Stars,NS,2020,Platform,Nintendo  ,Nintendo  
1150,WWE 2K Battlegrounds,XOne,2020,Sports,2K Sports  ,Saber Interactive  
1151,WWE 2K Battlegrounds,PS4,2020,Sports,2K Sports  ,Saber Interactive  
1152,WWE 2K Battlegrounds,PC,2020,Sports,2K Sports  ,Saber Interactive  
1153,WWE 2K Battlegrounds,NS,2020,Sports,2K Sports  ,Saber Interactive  
1154,Hades,NS,2020,Action,Supergiant Games  ,Supergiant Games  
1155,Hades,All,2020,Role-Playing,Supergiant Games  ,Supergiant Games  
1156,Ori and the Will of the Wisps,NS,2020,Platform,iam8bit  ,Moon Studios  
1157,Welcome to Elk,XOne,2020,Adventure,Triple Topping  ,Triple Topping  
1158,Welcome to Elk,PC,2020,Adventure,Triple Topping  ,Triple Topping  
1159,BPM: Bullets Per Minute,PC,2020,Shooter,Awe Interactive  ,Awe Interactive  
1160,Fight Crab,NS,2020,Action,Playism  ,Calappa Games  
1161,Spelunky 2,PS4,2020,Action-Adventure,BlitWorks  ,"Mossmouth, LLC  "
1162,Metal Max Xeno: Reborn,PS4,2020,Role-Playing,Kadokawa Games  ,Kadokawa Games  
1163,Metal Max Xeno: Reborn,NS,2020,Role-Playing,Kadokawa Games  ,Kadokawa Games  
1164,Vampire: The Masquerade – Shadows of New York,XOne,2020,Visual Novel,Draw Distance  ,Draw Distance  
1165,Vampire: The Masquerade – Shadows of New York,PS4,2020,Visual Novel,Draw Distance  ,Draw Distance  
1166,Vampire: The Masquerade – Shadows of New York,PC,2020,Visual Novel,Draw Distance  ,Draw Distance  
1167,Vampire: The Masquerade – Shadows of New York,NS,2020,Visual Novel,Draw Distance  ,Draw Distance  
1168,Vampire: The Masquerade – Shadows of New York,Linux,2020,Visual Novel,Draw Distance  ,Draw Distance  
1169,AVICII Invector,NS,2020,Music,Wired Productions  ,Wired Productions  
1170,Kingdoms of Amalur: Re-Reckoning,XOne,2020,Role-Playing,THQ Nordic  ,Kaiko  
1171,Kingdoms of Amalur: Re-Reckoning,PS4,2020,Role-Playing,THQ Nordic  ,Kaiko  
1172,Kingdoms of Amalur: Re-Reckoning,PC,2020,Role-Playing,THQ Nordic  ,Kaiko  
1173,Deadly Premonition Origins,NS,2020,Action-Adventure,Toybox  ,Toybox Games  
1174,Doraemon Story of Seasons,PS4,2020,Simulation,Bandai Namco Entertainment  ,Marvelous  
1175,Marvel's Avengers,PC,2020,Action,Square Enix  ,Crystal Dynamics  
1176,Marvel's Avengers,XOne,2020,Action,Square Enix  ,Crystal Dynamics  
1177,Marvel's Avengers,PS4,2020,Action,Square Enix  ,Crystal Dynamics  
1178,NBA 2K21,XOne,2020,Sports,2K Sports  ,Visual Concepts  
1179,NBA 2K21,PS4,2020,Sports,2K Sports  ,Visual Concepts  
1180,NBA 2K21,PC,2020,Sports,2K Sports  ,Visual Concepts  
1181,NBA 2K21,NS,2020,Sports,2K Sports  ,Visual Concepts  
1182,NBA 2K21,All,2020,Sports,2K Sports  ,Visual Concepts  
1183,Tony Hawk's Pro Skater 1 + 2,PS4,2020,Sports,Activision  ,Vicarious Visions  
1184,Tony Hawk's Pro Skater 1 + 2,XOne,2020,Sports,Activision  ,Vicarious Visions  
1185,Tony Hawk's Pro Skater 1 + 2,PC,2020,Sports,Activision  ,Vicarious Visions  
1186,Tony Hawk's Pro Skater 1 + 2,All,2020,Sports,Activision  ,Vicarious Visions  
1187,Spellbreak,XOne,2020,Action,Proletariat Inc.  ,Proletariat Inc.  
1188,Spellbreak,PS4,2020,Action,Proletariat Inc.  ,Proletariat Inc.  
1189,Spellbreak,PC,2020,Action,Proletariat Inc.  ,Proletariat Inc.  
1190,Spellbreak,NS,2020,Action,Proletariat Inc.  ,Proletariat Inc.  
1191,WRC 9,XOne,2020,Racing,Nacon  ,Kylotonn  
1192,WRC 9,PS4,2020,Racing,Nacon  ,Kylotonn  
1193,WRC 9,PC,2020,Racing,Nacon  ,Kylotonn  
1194,WRC 9,NS,2020,Racing,Nacon  ,Kylotonn  
1195,Ary and the Secret of Seasons,XOne,2020,Action-Adventure,Modus Games  ,eXiin  
1196,Ary and the Secret of Seasons,PS4,2020,Action-Adventure,Modus Games  ,eXiin  
1197,Ary and the Secret of Seasons,PC,2020,Action-Adventure,Modus Games  ,eXiin  
1198,Ary and the Secret of Seasons,NS,2020,Action-Adventure,Modus Games  ,eXiin  
1199,Crusader Kings III,PC,2020,Strategy,Paradox Interactive   ,Paradox Interactive  
1200,MX vs. ATV All Out,NS,2020,Racing,THQ Nordic  ,Rainbow Studios  
1201,Captain Tsubasa: Rise of New Champions,PS4,2020,Sports,Bandai Namco Entertainment  ,Tamsoft  
1202,Captain Tsubasa: Rise of New Champions,PC,2020,Sports,Bandai Namco Entertainment  ,Tamsoft  
1203,Captain Tsubasa: Rise of New Champions,NS,2020,Sports,Bandai Namco Entertainment  ,Tamsoft  
1204,Captain Tsubasa: Rise of New Champions,All,2020,Sports,Bandai Namco Entertainment  ,Tamsoft  
1205,Immortal Realms: Vampire Wars,XOne,2020,Strategy,Kalypso Media  ,Palindrome Interactive  
1206,Immortal Realms: Vampire Wars,PS4,2020,Strategy,Kalypso Media  ,Palindrome Interactive  
1207,Immortal Realms: Vampire Wars,PC,2020,Strategy,Kalypso Media  ,Palindrome Interactive  
1208,Immortal Realms: Vampire Wars,NS,2020,Strategy,Kalypso Media  ,Palindrome Interactive  
1209,Jump Force,NS,2020,Fighting,Bandai Namco Entertainment  ,Spike Chunsoft  
1210,Madden NFL 21,XOne,2020,Sports,Electronic Arts  ,EA Tiburon  
1211,Madden NFL 21,PS4,2020,Sports,Electronic Arts  ,EA Tiburon  
1212,Madden NFL 21,PC,2020,Sports,Electronic Arts  ,EA Tiburon  
1213,Project CARS 3,XOne,2020,Racing,Bandai Namco Entertainment  ,Slightly Mad Studios  
1214,Project CARS 3,PS4,2020,Racing,Bandai Namco Entertainment  ,Slightly Mad Studios  
1215,Project CARS 3,PC,2020,Racing,Bandai Namco Entertainment  ,Slightly Mad Studios  
1216,Wasteland 3,PC,2020,Strategy,Xbox Game Studios  ,InXile Entertainment  
1217,Wasteland 3,XOne,2020,Strategy,Xbox Game Studios  ,InXile Entertainment  
1218,Wasteland 3,PS4,2020,Role-Playing,Xbox Game Studios  ,InXile Entertainment  
1219,Wasteland 3,Linux,2020,Role-Playing,Xbox Game Studios  ,InXile Entertainment  
1220,Windbound,XOne,2020,Action-Adventure,Deep Silver  , 5 Lives Studios  
1221,Windbound,PS4,2020,Action-Adventure,Deep Silver  , 5 Lives Studios  
1222,Windbound,PC,2020,Action-Adventure,Deep Silver  , 5 Lives Studios  
1223,Windbound,NS,2020,Action-Adventure,Deep Silver  , 5 Lives Studios  
1224,Control: AWE,XOne,2020,Action-Adventure,505 Games  ,Remedy Entertainment  
1225,Control: AWE,PS4,2020,Action-Adventure,505 Games  ,Remedy Entertainment  
1226,Control: AWE,PC,2020,Action-Adventure,505 Games  ,Remedy Entertainment  
1227,Final Fantasy Crystal Chronicles: Remastered Edition,NS,2020,Role-Playing,Square Enix  ,Square Enix  
1228,Final Fantasy Crystal Chronicles: Remastered Edition,PS4,2020,Role-Playing,Square Enix  ,Square Enix  
1229,Final Fantasy Crystal Chronicles: Remastered Edition,iOS,2020,Role-Playing,Square Enix  ,Square Enix  
1230,Final Fantasy Crystal Chronicles: Remastered Edition,And,2020,Role-Playing,Square Enix  ,Square Enix  
1231,Moon: Remix RPG Adventure,NS,2020,Role-Playing,Onion Games  ,Lovedelic  
1232,Surgeon Simulator 2,PC,2020,Simulation,Bossa Studios  ,Bossa Studios  
1233,Tell Me Why,XOne,2020,Adventure,Xbox Game Studios  ,DONTNOD Entertainment  
1234,Tell Me Why,PC,2020,Adventure,Xbox Game Studios  ,DONTNOD Entertainment  
1235,Cinders,XOne,2020,Visual Novel,Crunching Koalas  ,MoaCube  
1236,Cinders,PS4,2020,Visual Novel,Crunching Koalas  ,MoaCube  
1237,Kandagawa Jet Girls,PS4,2020,Racing,Marvelous  ,Marvelous  
1238,Kandagawa Jet Girls,PC,2020,Racing,Xseed Games  ,Marvelous  
1239,Aokana: Four Rhythm Across the Blue,PS4,2020,Visual Novel,Sprite  ,Sprite  
1240,New Super Lucky's Tale,XOne,2020,Platform,Microsoft Studios  ,Playful Corp.  
1241,New Super Lucky's Tale,PS4,2020,Platform,Playful  ,Playful Corp.  
1242,PGA Tour 2K21,XOne,2020,Sports,2K Sports  ,HB Studios  
1243,PGA Tour 2K21,PS4,2020,Sports,2K Sports  ,HB Studios  
1244,PGA Tour 2K21,PC,2020,Sports,2K Sports  ,HB Studios  
1245,PGA Tour 2K21,NS,2020,Sports,2K Sports  ,HB Studios  
1246,PGA Tour 2K21,All,2020,Sports,2K Sports  ,HB Studios  
1247,Samurai Jack: Battle Through Time,XOne,2020,Action-Adventure,Adult Swim  ,Soleil Software Studio Inc.  
1248,Samurai Jack: Battle Through Time,PS4,2020,Action-Adventure,Adult Swim  ,Soleil Software Studio Inc.  
1249,Samurai Jack: Battle Through Time,PC,2020,Action-Adventure,Adult Swim  ,Soleil Software Studio Inc.  
1250,Samurai Jack: Battle Through Time,NS,2020,Action-Adventure,Adult Swim  ,Soleil Software Studio Inc.  
1251,Battletoads (2020),XOne,2020,Action,Xbox Game Studios  ,Dlala Studios  
1252,Battletoads (2020),PC,2020,Action,Xbox Game Studios  ,Dlala Studios  
1253,Cupid Parasite,NS,2020,Visual Novel,Idea Factory  ,Idea Factory  
1254,Shakedown: Hawaii,WiiU,2020,Action-Adventure,Vblank Entertainment Inc.  ,Vblank Entertainment Inc.  
1255,Microsoft Flight Simulator (2020),PC,2020,Simulation,Xbox Game Studios  ,Asobo Studio  
1256,Mortal Shell,XOne,2020,Role-Playing,Playstack  ,Cold Symmetry  
1257,Mortal Shell,PS4,2020,Role-Playing,Playstack  ,Cold Symmetry  
1258,Mortal Shell,PC,2020,Role-Playing,Playstack  ,Cold Symmetry  
1259,Spiritfarer,All,2020,Simulation,Thunder Lotus Games  ,Thunder Lotus Games  
1260,EA Sports UFC 4,XOne,2020,Fighting,EA Sports  ,Electronic Arts  
1261,EA Sports UFC 4,PS4,2020,Fighting,EA Sports  ,Electronic Arts  
1262,A Total War Saga: Troy,PC,2020,Strategy,Sega  ,Creative Assembly  
1263,Bite the Bullet,XOne,2020,Shooter,Graffiti  ,Mega Cat Studios  
1264,Bite the Bullet,PC,2020,Shooter,Graffiti  ,Mega Cat Studios  
1265,Bite the Bullet,NS,2020,Shooter,Graffiti  ,Mega Cat Studios  
1266,Collar x Malice: Unlimited,NS,2020,Visual Novel,Aksys Games  ,Idea Factory  
1267,Banner of the Maid,NS,2020,Strategy,CE-Asia  ,Azure Flame Studio  
1268,Hyper Scape,XOne,2020,Shooter,Ubisoft  ,Ubisoft Montreal  
1269,Hyper Scape,PS4,2020,Shooter,Ubisoft  ,Ubisoft Montreal  
1270,Risk of Rain 2,XOne,2020,Shooter,Gearbox Publishing  ,Hopoo Games  
1271,Risk of Rain 2,PS4,2020,Shooter,Gearbox Publishing  ,Hopoo Games  
1272,Risk of Rain 2,NS,2020,Shooter,Gearbox Publishing  ,Hopoo Games  
1273,Fast & Furious Crossroads,XOne,2020,Racing,Bandai Namco Entertainment  ,Slightly Mad Studios  
1274,Fast & Furious Crossroads,PS4,2020,Racing,Bandai Namco Entertainment  ,Slightly Mad Studios  
1275,Fast & Furious Crossroads,PC,2020,Racing,Bandai Namco Entertainment  ,Slightly Mad Studios  
1276,Horizon: Zero Dawn,PC,2020,Action-Adventure,PlayStation Mobile Inc.  ,Guerrilla Games  
1277,Fall Guys: Ultimate Knockout,PS4,2020,Party,Devolver Digital  ,Mediatonic  
1278,Fall Guys: Ultimate Knockout,PC,2020,Party,Devolver Digital  ,Mediatonic  
1279,Fall Guys: Ultimate Knockout,All,2020,Party,Devolver Digital  ,Mediatonic  
1280,Fairy Tail,PS4,2020,Role-Playing,Koei Tecmo  ,Gust  
1281,Fairy Tail,PC,2020,Role-Playing,Koei Tecmo  ,Gust  
1282,Fairy Tail,NS,2020,Role-Playing,Koei Tecmo  ,Gust  
1283,Fairy Tail,All,2020,Role-Playing,Koei Tecmo  ,Gust  
1284,Lost Wing,PC,2020,Action,2Awesome Studio  ,BoxFrog Games  
1285,Lost Wing,NS,2020,Action,2Awesome Studio  ,BoxFrog Games  
